tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***92349,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0434,AT,18 SAN MARINOWAY,,,ON
***98828,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0440,AT,17 BARBERRY PL,,,ON
***98829,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0443,AT,17 BARBERRY PL,,,ON
***38273,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0444,,121 HUMBER BLVD,,,ON
***37893,20120101,5,PARK HWY PROHIBED TIME/DAY,40,0444,NR,70 OLIVE AVE,,,ON
***94111,20120101,192,STAND SIGNED TRANSIT STOP,60,0445,NR,260 CARLAW AVE,,,ON
***37894,20120101,5,PARK HWY PROHIBED TIME/DAY,40,0445,NR,96 OLIVE AVE,,,ON
***98830,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0447,AT,17 BARBERRY PL,,,ON
***51268,20120101,5,PARK HWY PROHIBED TIME/DAY,40,0455,NR,37 LAKEVIEW AVE,,,ON
***57414,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0455,AT,35 BALES AVE,,,ON
***57415,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0455,AT,35 BALES AVE,,,ON
***37895,20120101,15,PARK 3M OF FIRE HYDRANT,100,0456,E/S,RUSHOLME RD,S/O,HEPBOURNE ST,ON
***57416,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0456,AT,35 BALES AVE,,,ON
***57417,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0457,AT,35 BALES AVE,,,ON
***57418,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0458,AT,35 BALES AVE,,,ON
***57419,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0459,AT,35 BALES AVE,,,ON
***30582,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0501,,3 EVERSON DR,,,ON
***57420,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0501,AT,35 BALES AVE,,,ON
***30583,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0502,,3 EVERSON DR,,,ON
***30584,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0504,,3 EVERSON DR,,,ON
***57421,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0504,AT,35 BALES AVE,,,ON
***30585,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0511,,3 EVERSON DR,,,ON
***30586,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0513,,3 EVERSON DR,,,ON
***30587,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0516,,3 EVERSON DR,,,ON
***30588,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0518,,3 EVERSON DR,,,ON
***93462,20120101,5,PARK HWY PROHIBED TIME/DAY,40,0520,,,,,ON
***30589,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0520,,3 EVERSON DR,,,ON
***58016,20120101,347,PARK IN A FIRE ROUTE,250,0535,,2063 ISLINGTON AV,,,ON
***14289,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0554,,65 THORNCLIFFE PARK DR,,,ON
***14290,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0556,,65 THORNCLIFFE PARK DR,,,ON
***14291,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0558,,65 THORNCLIFFE PARK DR,,,ON
***14292,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0601,,65 THORNCLIFFE PK DR,,,ON
***14293,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0603,,65 THORNCLIFFE PARK DR,,,ON
***52371,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0630,AT,268 COLLEGE ST,,,ON
***52372,20120101,5,PARK HWY PROHIBED TIME/DAY,40,0642,NR,540 SPADINA AVE,,,ON
***52373,20120101,5,PARK HWY PROHIBED TIME/DAY,40,0644,NR,540 SPADINA AVE,,,ON
***52374,20120101,5,PARK HWY PROHIBED TIME/DAY,40,0646,NR,540 SPADINA AVE,,,ON
***52375,20120101,5,PARK HWY PROHIBED TIME/DAY,40,0648,NR,540 SPADINA AVE,,,ON
***52529,20120101,5,PARK HWY PROHIBED TIME/DAY,40,0650,NR,540 SPADINA AVE,,,ON
***52531,20120101,5,PARK HWY PROHIBED TIME/DAY,40,0652,NR,540 SPADINA AVE,,,ON
***75430,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0653,AT,29 ROSEBANK DR,,,ON
***75431,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0656,AT,29 ROSEBANK DR,,,ON
***75432,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0700,AT,19 ROSEBANK DR,,,ON
***52532,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0701,AT,268 COLLEGE ST,,,ON
***75433,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0702,AT,19 ROSEBANK DR,,,ON
***75434,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0715,AT,83 BOROUGH DR,,,ON
***75435,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0716,AT,83 BOROUGH DR,,,ON
***05598,20120101,5,PARK HWY PROHIBED TIME/DAY,40,0743,NR,461 ORIOLE PARKWAY,,,ON
***75436,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0743,AT,2225 EGLINTON AVE E,,,ON
***37487,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0758,AT,88 PALACE PIER CRT,,,ON
***52161,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0800,AT,268 COLLEGE ST,,,ON
***04817,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0828,,1255 MCCOWAN RD,,,ON
***52162,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0830,AT,268 COLLEGE ST,,,ON
***10865,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0852,AT,100 MAITLAND ST,,,ON
***10867,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0912,AT,77 HUNTLEY ST,,,ON
***05599,20120101,14,PARK OBSTRUCT DRIVEWAY/LANEWAY,40,0930,NR E/B,FLEMMING CRES,E/O,BAYVIEW AVENUE,ON
***48739,20120101,347,PARK IN A FIRE ROUTE,250,0936,AT,4500 JANE ST,,,ON
***33360,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,0938,,102 TYNDALL AVE,,,ON
***99216,20120101,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,0944,OPP,200 WOOLNER AVE,,,ON
***99217,20120101,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,0944,OPP,200 WOOLNER AVE,,,ON
***48740,20120101,355,PARK IN DISABLED NO PERMIT,450,0950,AT,200 CHALKFARM DR,,,ON
***36599,20120101,11,PARK/STOP OVER 30 CM FROM CURB,15,0956,NR,52 EAST LIBERTY ST,,,ON
***14775,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1002,AT,30 HARRISON GARDEN BLVD,,,ON
***99218,20120101,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1003,NR,74 SIDNEY BELSEY CRES,,,ON
***73636,20120101,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1006,NR,1031 ST CLAIR AVE W,,,ON
***97192,20120101,15,PARK 3M OF FIRE HYDRANT,100,1007,NR,680 COLLEGE ST,,,ON
***98453,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1009,AT,2365 DUNDAS ST W,,,ON
***98454,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1010,AT,2365 DUNDAS ST W,,,ON
***98455,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1010,AT,2365 DUNDAS ST W,,,ON
***98456,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1011,AT,2365 DUNDAS ST W,,,ON
***33361,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1018,,100 HIGH PARK AVE,,,ON
***53918,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1023,AT,107 ST GEORGE ST,,,PQ
***97193,20120101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1023,NR,98 OXFORD ST,,,ON
***19004,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1025,,11 BRUNEL CRT,,,ON
***33586,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1035,,6 VENDOME PL,,,ON
***97194,20120101,15,PARK 3M OF FIRE HYDRANT,100,1045,NR,410 CRAWFORD ST,,,ON
***09806,20120101,3,PARK VEH PRIVATE PRO NO CONSEN,30,1047,AT,4000 LAWRENCE AVE E,,,ON
***73637,20120101,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1049,NR,105 ROGERS RD,,,ON
***98457,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1049,NR,68 ALHAMBRA AVE,,,ON
***98458,20120101,9,STOP HWY PROHIBITED TIME/DAY,60,1055,NR,1 RUTTAN ST,,,ON
***37488,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1058,AT,391 SENTINEL RD,,,ON
***20510,20120101,9,STOP HWY PROHIBITED TIME/DAY,60,1059,NR,650 QUEENS QUAY W,,,ON
***97195,20120101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1100,OPP,175 BEATRICE ST,,,ON
***14776,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1104,AT,5795 YONGE ST,,,ON
***33362,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1105,,530 THE WEST MALL,,,ON
***20511,20120101,15,PARK 3M OF FIRE HYDRANT,100,1107,N/S,EAST LIBERTY ST,W/O,WESTERN BATTERY RD,ON
***33363,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1110,,530 THE WEST MALL,,,ON
***12473,20120101,5,PARK SIGNED HWY PRO TIMES/DAYS,40,1130,N/S,GAMBLE AVE,W/O,PAPE AVE,ON
***12474,20120101,5,PARK SIGNED HWY PRO TIMES/DAYS,40,1132,OPP,85 GAMBLE AVE,,,ON
***14777,20120101,48,FAIL TO PARK/STOP PARA TO CURB,15,1140,OPP,27 RONAN AVE,,,ON
***33364,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1200,,250 TWELFTH ST,,,ON
***98459,20120101,15,PARK 3M OF FIRE HYDRANT,100,1200,NR,228 RONCESVALLES AVE,,,ON
***14778,20120101,48,FAIL TO PARK/STOP PARA TO CURB,15,1201,NR,MCGILLIVRAY AVE,,,ON
***97196,20120101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1202,OPP,63 CLINTON ST,,,ON
***97197,20120101,8,STD VEH HWY PROHIB TIME/DAY,60,1212,NR,661 OSSINGTON AVE,,,ON
***14779,20120101,15,PARK 3M OF FIRE HYDRANT,100,1239,OPP,379 ASSINIBOINE RD,,,ON
***27926,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1240,AT,25 BEDFORD RD,,,ON
***37489,20120101,14,PARK OBSTRUCT DRIVEWAY/LANEWAY,40,1243,NR,164 SIXTH ST,,,ON
***51924,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1245,,130 ELIZABETH ST,,,ON
***27927,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1248,AT,23 PRINCE ARTHUR AVE,,,ON
***14780,20120101,15,PARK 3M OF FIRE HYDRANT,100,1253,NR,35 ALDWINCKLE HTS,,,ON
***37490,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1304,AT,1403 ROYAL YORK RD,,,ON
***37491,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1305,AT,1403 ROYAL YORK RD,,,ON
***27928,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1308,AT,20 BAY ST,,,ON
***18695,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1310,,546 THE WEST MALL,,,ON
***99219,20120101,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1322,NR,74 SIDNEY BELSEY CRES,,,ON
***73638,20120101,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1323,S/S,ST CLAIR AVE W,,,ON
***37492,20120101,347,PARK IN A FIRE ROUTE,250,1326,AT,700 HUMBERWOOD BLVD,,,ON
***37493,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1328,AT,700 HUMBERWOOD BLVD,,,ON
***99220,20120101,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1332,OPP,200 WOOLNER AVE,,,ON
***99221,20120101,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1333,OPP,200 WOOLNER AVE,,,ON
***20512,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1334,NR,215 FORT YORK BLVD,,,ON
***48741,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1334,AT,215 FORT YORK BLVD,,,ON
***20513,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1346,NR,231 FORT YORK BLVD,,,ON
***19005,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1420,,11 BRUNEL CRT,,,ON
***52163,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1422,AT,DARCY ST,W/O,SPADINA AVE,ON
***98460,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1422,AT,128 FERN AVE,,,ON
***63865,20120101,369,STAND STR DISABL LDG NO DROPOF,450,1503,NR,401 COLLEGE ST,,,ON
***63866,20120101,369,STAND STR DISABL LDG NO DROPOF,450,1504,NR,401 COLLEGE ST,,,ON
***85058,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1507,,1040 THE QUEENSWAY,,,ON
***63867,20120101,15,PARK 3M OF FIRE HYDRANT,100,1507,NR,49 BELLEVUE AVE,,,ON
***63868,20120101,29,PARK PROHIBITED TIME NO PERMIT,30,1509,NR,57 WALES AVE,,,ON
***63869,20120101,29,PARK PROHIBITED TIME NO PERMIT,30,1510,NR,55 WALES AVE,,,ON
***63870,20120101,29,PARK PROHIBITED TIME NO PERMIT,30,1511,NR,43 WALES AVE,,,ON
***63871,20120101,29,PARK PROHIBITED TIME NO PERMIT,30,1512,NR,39 WALES AVE,,,ON
***63872,20120101,29,PARK PROHIBITED TIME NO PERMIT,30,1512,NR,33 WALES AVE,,,ON
***45429,20120101,347,PARK IN A FIRE ROUTE,250,1524,,2777 KIPLING AVE,,,ON
***04600,20120101,29,PARK PROHIBITED TIME NO PERMIT,30,1526,NR,17 PATON RD,,,ON
***04601,20120101,29,PARK PROHIBITED TIME NO PERMIT,30,1528,NR,25 PATON RD,,,ON
***04602,20120101,29,PARK PROHIBITED TIME NO PERMIT,30,1529,NR,27 PATON RD,,,ON
***04603,20120101,29,PARK PROHIBITED TIME NO PERMIT,30,1530,NR,45 PATON RD,,,ON
***04604,20120101,29,PARK PROHIBITED TIME NO PERMIT,30,1530,NR,45 PATON RD,,,ON
***04605,20120101,29,PARK PROHIBITED TIME NO PERMIT,30,1531,NR,45 PATON RD,,,ON
***04606,20120101,15,PARK 3M OF FIRE HYDRANT,100,1535,NR,364 BROCK AVE,,,ON
***04607,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1554,AT,701 KING ST W,,,ON
***13394,20120101,5,PARK HWY AT PROHIB TIME/DAY,40,1601,E/S,HILLMOUNT AVE,S/O,GLENCAIRN AVE,ON
***13635,20120101,5,PARK HWY AT PROHIB TIME/DAY,40,1603,NR,12 HARRISON GARDEN BLVD,,,ON
***53634,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1604,,192 SENTINEL RD,,,ON
***37896,20120101,30,STOP ON/OVER SIDEWALK/PATH,60,1604,NR,195 RANEE AVE,,,ON
***13636,20120101,5,PARK HWY AT PROHIB TIME/DAY,40,1605,NR,78 HARRISON GARDEN BLVD,,,ON
***13637,20120101,5,PARK HWY AT PROHIB TIME/DAY,40,1606,NR,78 HARRISON GARDEN BLVD,,,ON
***18767,20120101,5,PARK HWY PROHIBITED TIMES/DAYS,40,1606,NR,19 LITTORAL PL,,,ON
***13395,20120101,5,PARK-HWY PROHIB TIMES/DAYS,40,1606,OPP,131 LYON CRT,,,ON
***37897,20120101,5,PARK HWY AT PROHIB TIME/DAY,40,1609,NR,140 SULTANA AVE,,,ON
***04608,20120101,15,PARK 3M OF FIRE HYDRANT,100,1611,NR,70 MONTROSE AVE,,,ON
***37898,20120101,9,STOP HWY PROHIB TIME/DAY,60,1612,NR,23 SULTANA AVE,,,ON
***27655,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1613,,2180 ELLESMERE RD,,,ON
***13638,20120101,5,PARK HWY AT PROHIB TIME/DAY,40,1613,OPP,130 DORIS AVE,,,ON
***82984,20120101,347,PARK IN A FIRE ROUTE,250,1613,NR,115 GEORGE APPLETON WAY,,,ON
***13639,20120101,5,PARK HWY AT PROHIB TIME/DAY,40,1614,OPP,130 DORIS AVE,,,ON
***37899,20120101,5,PARK HWY AT PROHIB TIME/DAY,40,1615,S/S,BROOKE AVE,E/O,BATHURST ST,ON
***63873,20120101,15,PARK 3M OF FIRE HYDRANT,100,1616,NR,34 BORDEN ST,,,NJ
***13396,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1617,NR,109 OLD FOREST HILL RD,,,ON
***37900,20120101,30,STOP ON/OVER SIDEWALK/PATH,60,1619,NR,345 JOICEY BLVD,,,ON
***13640,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1620,AT,28 HOLLYWOOD AVE,,,ON
***63874,20120101,363,PARK ON-STRT DISABLD NO PERMIT,450,1620,NR,150 BRUNSWICK AVE,,,ON
***63875,20120101,29,PARK PROHIBITED TIME NO PERMIT,30,1624,OPP,52 LENNOX ST,,,ON
***75952,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1627,AT,736 BAY ST,,,ON
***37901,20120101,5,PARK HWY AT PROHIB TIME/DAY,40,1627,NR,362 FAIRLAWN AVE,,,ON
***75953,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1628,AT,736 BAY ST,,,ON
***37902,20120101,5,PARK HWY AT PROHIB TIME/DAY,40,1628,NR,365 FAIRLAWN AVE,,,ON
***89104,20120101,5,PARK HWY PRO TIMES/DAYS,40,1628,NR,46 LEYTON AVE,,,ON
***18768,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1630,AT,1620 ALBION RD,,,ON
***64388,20120101,15,PARK 3M OF FIRE HYDRANT,100,1630,NR,394 COOK RD,,,ON
***13397,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1632,OPP,417 WALMER RD,,,ON
***04609,20120101,8,STAND VEH-HWY-PROH TIME/DAYS,60,1633,NR,1275 DUNDAS ST W,,,ON
***13641,20120101,15,PARK - 3M OF FIRE HYDRANT,100,1634,NR,5519 YONGE ST,,,ON
***58300,20120101,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1634,NR,1848 EGLINTON AVE W,,,ON
***63876,20120101,16,PARK 9M OF INTERSCTING HIGHWAY,40,1634,N/S,HALTON ST,W/O,SHAW ST,ON
***58301,20120101,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1635,NR,1848 EGLINTON AVE W,,,ON
***75954,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1636,NR,150 ELIZABETH ST,,,QC
***37903,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1636,NR,19 CRANBROOKE AVE,,,ON
***13642,20120101,8,STAND VEH HWY PROHIB TIME/DAY,60,1637,NR,1 DUPLEX AVE,,,ON
***58302,20120101,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1637,NR,1848 EGLINTON AVE W,,,ON
***32703,20120101,15,PARK 3M OF FIRE HYDRANT,100,1638,NR,220 COWAN AVE,,,ON
***89105,20120101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1638,NR,59 COALPORT DR,,,ON
***82985,20120101,347,PARK IN A FIRE ROUTE,250,1643,NR,51 THE CHIMNEYSTACK RD,,,ON
***89106,20120101,15,PARK 3 M OF FIRE HYDRANT,100,1644,NR,46 MEADOW AVE,,,ON
***13398,20120101,5,PARK-HWY PROHIB TIMES/DAYS,40,1644,W/O,OAKWOOD AVE,N/O,ST CLAIR AVE W,ON
***19006,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1645,,11 BRUNEL CRT,,,ON
***18769,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1645,AT,2095 CODLIN CRES,,,ON
***96746,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1645,NR,30 UXBRIDGE AVE,,,ON
***18770,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1646,AT,2095 CODLIN CRES,,,ON
***32704,20120101,9,STOP HWY PROHIBITED TIME/DAY,60,1646,OPP,158 MARION ST,,,ON
***96747,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1646,NR,34 UXBRIDGE AVE,,,ON
***58303,20120101,15,PARK 3M OF FIRE HYDRANT,100,1647,NR,24 MCROBERTS AVE,,,ON
***04243,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1648,NR,68 UXBRIDGE AVE,,,ON
***18771,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1648,AT,2095 CODLIN CRES,,,ON
***13399,20120101,5,PARK-HWY PROHIB TIMES/DAYS,40,1648,OPP,75 APPLETON AVE,,,ON
***75955,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1649,AT,317 DUNDAS ST W,,,ON
***04244,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1649,NR,68 UXBRIDGE AVE,,,ON
***18772,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1649,AT,2095 CODLIN CRES,,,ON
***92273,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1649,NR,95 QUEBEC AVE,,,ON
***19007,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1650,,11 BRUNEL CRT,,,ON
***04245,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1650,NR,82 UXBRIDGE AVE,,,ON
***87844,20120101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1650,NR,50 QUEBEC AVE,,,ON
***37904,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1651,NR,6 FAIRLAWN AVE,,,ON
***64389,20120101,347,PARK IN A FIRE ROUTE,250,1651,AT,5000 JANE ST,,,ON
***82986,20120101,347,PARK IN A FIRE ROUTE,250,1651,AT,5000 JANE ST,,,ON
***18773,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1652,AT,2095 CODLIN CRES,,,ON
***32705,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1652,E/S,GLENDALE AVE,N/O,THE QUEENSWAY,ON
***32706,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1652,E/S,GLENDALE AVE,N/O,THE QUEENSWAY,ON
***13400,20120101,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1652,N/S,ST CLAIR AVE W,W/O,DUFFERIN ST,ON
***89107,20120101,5,PARK HWY PRO TIMES/DAYS,40,1653,NR,34 FALLINGBROOK RD,,,ON
***32707,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1654,OPP,62 GLENDALE AVE,,,ON
***18774,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1655,AT,2095 CODLIN CRES,,,ON
***37905,20120101,5,PARK HWY AT PROHIB TIME/DAY,40,1655,NR,365 FAIRLAWN AVE,,,ON
***11346,20120101,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1655,NR,950 DANFORTH AVE,,,AB
***04246,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1656,NR,515 PERTH AVE,,,ON
***32708,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1656,S/S,PARKDALE RD,E/O,GLENDALE AVE,ON
***87845,20120101,5,PARK HWY PROHIBITED TIMES/DAYS,40,1656,NR,9 CLENDENAN AVE,,,ON
***87846,20120101,5,PARK HWY PROHIBITED TIMES/DAYS,40,1657,NR,15 CLENDENAN AVE,,,ON
***05256,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1657,AT,5 SHADY GOLFWAY,,,ON
***75956,20120101,15,PARK - 3M OF FIRE HYDRANT,100,1658,NR,334 DUNDAS ST W,,,MI
***04247,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1658,W/S,PERTH AVE,S/O,DAVENPORT RD,ON
***05257,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1658,AT,5 SHADY GOLFWAY,,,ON
***63877,20120101,15,PARK 3M OF FIRE HYDRANT,100,1659,NR,28 WEATHERELL ST,,,ON
***90085,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1659,AT,71 THORNCLIFFE PARK DR,,,ON
***05258,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1659,AT,5 SHADY GOLFWAY,,,ON
***58304,20120101,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1700,NR,511 ST CLAIR AVE W,,,ON
***85872,20120101,15,PARK 3M OF FIRE HYDRANT,100,1700,NR,24 BISHOP TUTU BLVD,,,ON
***44251,20120101,8,STD VEH HWY PROHIB TIME/DAY,60,1701,NR,1437 GERRARD ST E,,,ON
***75957,20120101,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1701,NR,420 DUNDAS ST W,,,ON
***85873,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1701,NR,26 BISHOP TUTU BLVD,,,ON
***05259,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1701,AT,5 SHADY GOLFWAY,,,ON
***75958,20120101,5,PARK-HWY DRNG PROH TIMES/DAYS,40,1702,NR,420 DUNDAS ST W,,,ON
***29613,20120101,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,1702,AT,3 WHITEWAY CRT,,,ON
***54452,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1702,NR,20 EDWARD ST,,,ON
***58305,20120101,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,1702,NR,533 ST CLAIR AVE W,,,ON
***54453,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1703,NR,20 EDWARD ST,,,ON
***85874,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1703,NR,42 BISHOP TUTU BLVD,,,IN
***92274,20120101,8,STAND VEH-HWY-PROH TIME/DAYS,60,1703,NR,29 JANE ST,,,ON
***04248,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1704,NR,121 CHANDOS AVE,,,ON
***54454,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1704,NR,20 EDWARD ST,,,NS
***54455,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1704,NR,20 EDWARD ST,,,ON
***85875,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1704,NR,50 BISHOP TUTU BLVD,,,ON
***96748,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1704,NR,103 CHANDOS AVE,,,ON
***11347,20120101,3,PARK/LEAVE ON PRIVATE PROPERTY,30,1704,AT,320 DANFORTH AVE,,,ON
***04249,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1705,NR,121 CHANDOS AVE,,,ON
***54456,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1705,NR,20 EDWARD ST,,,ON
***54457,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1705,NR,20 EDWARD ST,,,ON
***85876,20120101,5,PARK HWY PROHIBED TIME/DAY,40,1705,NR,90 STADIUM RD,,,ON
